Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
7,18:45:36.511958,18:45:40.610776,-1,1.0
7,18:45:36.511958,18:45:41.039828,-1,1.0
7,18:45:36.511958,18:45:41.420955,-1,1.0
7,18:45:36.511958,18:45:42.070221,-1,1.0
7,18:45:36.511958,18:45:42.669776,-1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
8,18:45:42.693154,18:45:45.989022,1,1.0
8,18:45:42.693154,18:45:46.513389,1,1.0
8,18:45:42.693154,18:45:47.089046,1,1.0
8,18:45:42.693154,18:45:47.467502,1,1.0
8,18:45:42.693154,18:45:48.844661,1,1.0
8,18:45:42.693154,18:45:49.639627,1,1.0
8,18:45:42.693154,18:45:50.018603,-1,1.0
8,18:45:42.693154,18:45:50.425967,-1,1.0
8,18:45:42.693154,18:45:50.811972,-1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
9,18:45:50.835276,18:45:53.852150,1,1.0
9,18:45:50.835276,18:45:54.216416,1,1.0
9,18:45:50.835276,18:45:54.519713,1,1.0
9,18:45:50.835276,18:45:54.998779,1,1.0
9,18:45:50.835276,18:45:55.345117,1,1.0
9,18:45:50.835276,18:45:55.719742,-1,1.0
9,18:45:50.835276,18:45:56.149885,-1,1.0
9,18:45:50.835276,18:45:56.564444,-1,1.0
9,18:45:50.835276,18:45:56.985388,-1,1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
10,18:45:57.010085,18:45:58.660848,1,1.0
10,18:45:57.010085,18:45:59.038871,1,1.0
10,18:45:57.010085,18:45:59.305410,1,1.0
10,18:45:57.010085,18:45:59.566663,1,1.0
10,18:45:57.010085,18:45:59.852041,1,1.0
10,18:45:57.010085,18:46:00.318334,1,1.0
10,18:45:57.010085,18:46:01.739294,-1,1.0
10,18:45:57.010085,18:46:02.186288,-1,1.0
10,18:45:57.010085,18:46:02.653739,-1,1.0
10,18:45:57.010085,18:46:03.036624,-1,1.0
